"word_id" "word_status" "repnum" "repstatus" "run" "lag" "correct" "RT" "crossrun" "sid"
26 "real" 5 "REPEAT" 3 2 1 949.4052 FALSE 1001
7 "real" 4 "REPEAT" 3 32 0 1024.4218 TRUE 1001
0 "pseudo" 1 "NOVEL" 3 0 1 1591.9949 FALSE 1001
50 "pseudo" 7 "REPEAT" 3 16 1 1063.176 FALSE 1001
26 "real" 6 "REPEAT" 3 4 1 761.6714 FALSE 1001
7 "real" 5 "REPEAT" 3 4 1 952.9813 FALSE 1001
7 "real" 6 "REPEAT" 3 1 1 719.259 FALSE 1001
31 "pseudo" 5 "REPEAT" 3 16 1 1226.2887 FALSE 1001
0 "real" 1 "NOVEL" 3 0 1 1070.8764 FALSE 1001
31 "pseudo" 6 "REPEAT" 3 2 1 918.6202 FALSE 1001
0 "pseudo" 1 "NOVEL" 3 0 1 1569.5393 FALSE 1001
0 "real" 1 "NOVEL" 3 0 1 1226.935 FALSE 1001
37 "real" 7 "REPEAT" 3 16 1 899.6461 FALSE 1001
0 "pseudo" 1 "NOVEL" 3 0 0 990.0388 FALSE 1001
0 "pseudo" 1 "NOVEL" 3 0 1 1242.4898 FALSE 1001
0 "pseudo" 1 "NOVEL" 3 0 1 1420.5788 FALSE 1001
0 "pseudo" 1 "NOVEL" 3 0 1 1166.0678 FALSE 1001
31 "pseudo" 7 "REPEAT" 3 8 1 863.1648 FALSE 1001
0 "pseudo" 1 "NOVEL" 3 0 1 1297.3112 FALSE 1001
0 "pseudo" 1 "NOVEL" 3 0 1 1131.3204 FALSE 1001
35 "pseudo" 4 "REPEAT" 3 32 0 1603.6619 FALSE 1001
0 "pseudo" 1 "NOVEL" 3 0 1 1368.2916 FALSE 1001
7 "real" 7 "REPEAT" 3 16 1 846.7812 FALSE 1001
0 "pseudo" 1 "NOVEL" 3 0 1 1064.28 FALSE 1001
35 "pseudo" 5 "REPEAT" 3 4 1 1051.8253 FALSE 1001
0 "real" 1 "NOVEL" 3 0 1 1079.0752 FALSE 1001
0 "real" 1 "NOVEL" 3 0 1 999.8246 FALSE 1001
0 "real" 1 "NOVEL" 3 0 1 1235.8379 FALSE 1001
21 "real" 1 "REPEAT" 3 0 1 1285.0632 FALSE 1001
21 "real" 2 "REPEAT" 3 1 1 917.1878 FALSE 1001
0 "pseudo" 1 "NOVEL" 3 0 0 1245.4775 FALSE 1001
48 "pseudo" 1 "REPEAT" 3 0 1 1403.9246 FALSE 1001
35 "pseudo" 6 "REPEAT" 3 8 1 991.6183 FALSE 1001
21 "real" 3 "REPEAT" 3 4 1 850.0391 FALSE 1001
35 "pseudo" 7 "REPEAT" 3 2 1 1083.9106 FALSE 1001
0 "pseudo" 1 "NOVEL" 3 0 0 1359.1638 FALSE 1001
26 "real" 7 "REPEAT" 3 32 1 1305.9682 FALSE 1001
0 "real" 1 "NOVEL" 3 0 1 1112.0509 FALSE 1001
